Namespace(action=4, model='CNN', seed=1)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'attack': 'lf', 'defence': 'krum', 'client_epochs': 10, 'server_epochs': 100, 'batch_size': 100, 'client_lr': 0.15, 'server_lr': 0.15, 'server_rate': 2000, 'load_ckpt': 0, 'workers': 20, 'byzantine_workers': 8, 'attack_strength': 0.01, 'k': 1, 'b': 4, 'test_frequency': 1}
======================Start Train Model [Tue May  7 01:38:34 2024]======================
Epoch: 1 | Epoch Time: 0m 38s
Train Loss: 2.804768246459961 | Train Acc: 42.49599874019623%
Test Loss: 2.8779705871582033 | Test Acc: 41.33999943733215%
Epoch: 59 | Epoch Time: 0m 38s
Train Loss: 2.860423694763184 | Train Acc: 42.49800145626068%
Test Loss: 2.934852993774414 | Test Acc: 41.29999876022339%
Epoch: 60 | Epoch Time: 0m 38s
Train Loss: 2.9129644290161134 | Train Acc: 42.50600039958954%
Test Loss: 2.9885783615112307 | Test Acc: 41.350001096725464%
Epoch: 61 | Epoch Time: 0m 37s
Train Loss: 2.9633543536376954 | Train Acc: 42.504000663757324%
Test Loss: 3.0400664505004884 | Test Acc: 41.280001401901245%
Epoch: 62 | Epoch Time: 0m 38s
Train Loss: 3.0101775369262693 | Train Acc: 42.46000051498413%
Test Loss: 3.0880353775024414 | Test Acc: 41.29000008106232%
Epoch: 63 | Epoch Time: 0m 38s
Train Loss: 3.055603138122559 | Train Acc: 42.44199991226196%
Test Loss: 3.1344113052368163 | Test Acc: 41.24999940395355%
Epoch: 64 | Epoch Time: 0m 38s
Train Loss: 3.097217562866211 | Train Acc: 42.447999119758606%
Test Loss: 3.1769960861206057 | Test Acc: 41.24999940395355%
Epoch: 65 | Epoch Time: 0m 38s
Train Loss: 3.137230182495117 | Train Acc: 42.41800010204315%
Test Loss: 3.2179765197753905 | Test Acc: 41.29999876022339%
Epoch: 66 | Epoch Time: 0m 37s
Train Loss: 3.1746770697021485 | Train Acc: 42.381998896598816%
Test Loss: 3.256320301818848 | Test Acc: 41.359999775886536%
Epoch: 67 | Epoch Time: 0m 38s
Train Loss: 3.210181455993652 | Train Acc: 42.4019992351532%
Test Loss: 3.2927215087890627 | Test Acc: 41.40999913215637%
Epoch: 68 | Epoch Time: 0m 38s
Train Loss: 3.2440168936157225 | Train Acc: 42.39799976348877%
Test Loss: 3.3272454193115233 | Test Acc: 41.38000011444092%
Epoch: 69 | Epoch Time: 0m 38s
Train Loss: 3.275418603515625 | Train Acc: 42.41800010204315%
Test Loss: 3.3595267852783204 | Test Acc: 41.29000008106232%
Epoch: 70 | Epoch Time: 0m 38s
Train Loss: 3.3051109963989256 | Train Acc: 42.4019992351532%
Test Loss: 3.389968620300293 | Test Acc: 41.29000008106232%
Epoch: 71 | Epoch Time: 0m 37s
Train Loss: 3.3341222998046876 | Train Acc: 42.39799976348877%
Test Loss: 3.4195876953125 | Test Acc: 41.3100004196167%
Epoch: 72 | Epoch Time: 0m 38s
Train Loss: 3.3619298529052735 | Train Acc: 42.39200055599213%
Test Loss: 3.448085092163086 | Test Acc: 41.3100004196167%
Epoch: 73 | Epoch Time: 0m 38s
Train Loss: 3.387963161621094 | Train Acc: 42.399999499320984%
Test Loss: 3.474770198059082 | Test Acc: 41.280001401901245%
Epoch: 74 | Epoch Time: 0m 38s
Train Loss: 3.4129446875 | Train Acc: 42.39200055599213%
Test Loss: 3.500362887573242 | Test Acc: 41.24999940395355%
Epoch: 75 | Epoch Time: 0m 38s
Train Loss: 3.437363298950195 | Train Acc: 42.368000745773315%
Test Loss: 3.525338421630859 | Test Acc: 41.22999906539917%
Epoch: 76 | Epoch Time: 0m 37s
Train Loss: 3.459847456359863 | Train Acc: 42.38399863243103%
Test Loss: 3.548438885498047 | Test Acc: 41.2200003862381%
Epoch: 77 | Epoch Time: 0m 38s
Train Loss: 3.4823235873413085 | Train Acc: 42.34800040721893%
Test Loss: 3.5714437759399416 | Test Acc: 41.22999906539917%
Epoch: 78 | Epoch Time: 0m 38s
Train Loss: 3.5038216305541994 | Train Acc: 42.333999276161194%
Test Loss: 3.5933278427124025 | Test Acc: 41.24999940395355%
Epoch: 79 | Epoch Time: 0m 38s
Train Loss: 3.5242310568237305 | Train Acc: 42.333999276161194%
Test Loss: 3.6141935653686525 | Test Acc: 41.280001401901245%
Epoch: 80 | Epoch Time: 0m 37s
Train Loss: 3.543623327026367 | Train Acc: 42.32400059700012%
Test Loss: 3.634087399291992 | Test Acc: 41.29000008106232%
Epoch: 81 | Epoch Time: 0m 37s
Train Loss: 3.5628936199951173 | Train Acc: 42.305999994277954%
Test Loss: 3.653752145385742 | Test Acc: 41.280001401901245%
Epoch: 82 | Epoch Time: 0m 38s
Train Loss: 3.581036735229492 | Train Acc: 42.30000078678131%
Test Loss: 3.6723442474365235 | Test Acc: 41.24999940395355%
Epoch: 83 | Epoch Time: 0m 38s
Train Loss: 3.59867580871582 | Train Acc: 42.29399859905243%
Test Loss: 3.6903723999023437 | Test Acc: 41.22999906539917%
Epoch: 84 | Epoch Time: 0m 38s
Train Loss: 3.615819747314453 | Train Acc: 42.29399859905243%
Test Loss: 3.7078749084472657 | Test Acc: 41.24999940395355%
Epoch: 85 | Epoch Time: 0m 38s
Train Loss: 3.631809969177246 | Train Acc: 42.289999127388%
Test Loss: 3.7243302825927733 | Test Acc: 41.269999742507935%
Epoch: 86 | Epoch Time: 0m 37s
Train Loss: 3.6474640884399414 | Train Acc: 42.291998863220215%
Test Loss: 3.740255532836914 | Test Acc: 41.26000106334686%
Epoch: 87 | Epoch Time: 0m 38s
Train Loss: 3.6625900283813477 | Train Acc: 42.28599965572357%
Test Loss: 3.7557150329589843 | Test Acc: 41.24000072479248%
Epoch: 88 | Epoch Time: 0m 38s
Train Loss: 3.6772170977783203 | Train Acc: 42.28200018405914%
Test Loss: 3.7706779388427734 | Test Acc: 41.22999906539917%
Epoch: 89 | Epoch Time: 0m 37s
Train Loss: 3.6913354248046875 | Train Acc: 42.2980010509491%
Test Loss: 3.7849979858398437 | Test Acc: 41.24000072479248%
Epoch: 90 | Epoch Time: 0m 38s
Train Loss: 3.7055041995239257 | Train Acc: 42.30400025844574%
Test Loss: 3.799419223022461 | Test Acc: 41.26000106334686%
Epoch: 91 | Epoch Time: 0m 37s
Train Loss: 3.7182979388427735 | Train Acc: 42.29399859905243%
Test Loss: 3.812572412109375 | Test Acc: 41.29999876022339%
Epoch: 92 | Epoch Time: 0m 38s
Train Loss: 3.730803718261719 | Train Acc: 42.30000078678131%
Test Loss: 3.8254094543457033 | Test Acc: 41.269999742507935%
Epoch: 93 | Epoch Time: 0m 38s
Train Loss: 3.7434944415283202 | Train Acc: 42.32200086116791%
Test Loss: 3.8383795104980467 | Test Acc: 41.280001401901245%
Epoch: 94 | Epoch Time: 0m 38s
Train Loss: 3.756279308166504 | Train Acc: 42.33199954032898%
Test Loss: 3.851469274902344 | Test Acc: 41.3100004196167%
Epoch: 95 | Epoch Time: 0m 37s
Train Loss: 3.7685379751586914 | Train Acc: 42.32400059700012%
Test Loss: 3.8638950103759764 | Test Acc: 41.3100004196167%
Epoch: 96 | Epoch Time: 0m 37s
Train Loss: 3.780113818664551 | Train Acc: 42.32000112533569%
Test Loss: 3.875723455810547 | Test Acc: 41.29999876022339%
Epoch: 97 | Epoch Time: 0m 38s
Train Loss: 3.7910632290649415 | Train Acc: 42.315998673439026%
Test Loss: 3.8869765014648436 | Test Acc: 41.3100004196167%
Epoch: 98 | Epoch Time: 0m 38s
Train Loss: 3.8017219442749024 | Train Acc: 42.32200086116791%
Test Loss: 3.8978696960449217 | Test Acc: 41.29000008106232%
Epoch: 99 | Epoch Time: 0m 38s
Train Loss: 3.8123792782592774 | Train Acc: 42.32000112533569%
Test Loss: 3.9087083587646485 | Test Acc: 41.29999876022339%
Epoch: 100 | Epoch Time: 0m 38s
Train Loss: 3.8228371337890623 | Train Acc: 42.305999994277954%
Test Loss: 3.919362805175781 | Test Acc: 41.3100004196167%
Namespace(action=4, model='CNN', seed=1)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'attack': 'lf', 'defence': 'krum', 'client_epochs': 10, 'server_epochs': 100, 'batch_size': 100, 'client_lr': 0.15, 'server_lr': 0.15, 'server_rate': 2000, 'load_ckpt': 0, 'workers': 20, 'byzantine_workers': 8, 'attack_strength': 0.01, 'k': 1, 'b': 4, 'test_frequency': 1}
======================Start Train Model [Wed May  8 05:26:57 2024]======================
Epoch: 1 | Epoch Time: 0m 46s
Train Loss: 2.2993410180664062 | Train Acc: 10.000000149011612%
Test Loss: 2.2993963973999025 | Test Acc: 10.000000149011612%
Epoch: 2 | Epoch Time: 0m 46s
Train Loss: 2.288577755126953 | Train Acc: 13.220000267028809%
Test Loss: 2.2886149398803712 | Test Acc: 13.39000016450882%
Epoch: 3 | Epoch Time: 0m 46s
Train Loss: 2.269455450744629 | Train Acc: 23.35599958896637%
Test Loss: 2.2693553298950193 | Test Acc: 23.28999936580658%
Epoch: 4 | Epoch Time: 0m 46s
Train Loss: 2.2398550271606443 | Train Acc: 26.895999908447266%
Test Loss: 2.2394978775024414 | Test Acc: 27.18999981880188%
Epoch: 5 | Epoch Time: 0m 46s
Train Loss: 2.2075744329833986 | Train Acc: 27.090001106262207%
Test Loss: 2.206744302368164 | Test Acc: 27.799999713897705%
Epoch: 6 | Epoch Time: 0m 46s
Train Loss: 2.1648411657714846 | Train Acc: 29.308000206947327%
Test Loss: 2.163548892211914 | Test Acc: 29.660001397132874%
Epoch: 7 | Epoch Time: 0m 47s
Train Loss: 2.117360825500488 | Train Acc: 31.15200102329254%
Test Loss: 2.115512387084961 | Test Acc: 31.779998540878296%
Epoch: 8 | Epoch Time: 0m 46s
Train Loss: 2.0673869088745116 | Train Acc: 32.260000705718994%
Test Loss: 2.064949331665039 | Test Acc: 32.670000195503235%
Epoch: 9 | Epoch Time: 0m 46s
Train Loss: 2.0170806649780273 | Train Acc: 33.649998903274536%
Test Loss: 2.0143213317871096 | Test Acc: 33.799999952316284%
Epoch: 10 | Epoch Time: 0m 46s
Train Loss: 1.9688786254882813 | Train Acc: 34.248000383377075%
Test Loss: 1.9660462173461914 | Test Acc: 34.83000099658966%
Epoch: 11 | Epoch Time: 0m 46s
Train Loss: 1.924286385192871 | Train Acc: 34.78800058364868%
Test Loss: 1.921326531982422 | Test Acc: 35.53999960422516%
Epoch: 12 | Epoch Time: 0m 46s
Train Loss: 1.8820200396728515 | Train Acc: 35.8460009098053%
Test Loss: 1.8791353775024413 | Test Acc: 36.079999804496765%
Epoch: 13 | Epoch Time: 0m 46s
Train Loss: 1.8414293814086915 | Train Acc: 36.438000202178955%
Test Loss: 1.8387355743408202 | Test Acc: 36.55000030994415%
Epoch: 14 | Epoch Time: 0m 46s
Train Loss: 1.8072337567138672 | Train Acc: 37.32999861240387%
Test Loss: 1.804890301513672 | Test Acc: 37.529999017715454%
Epoch: 15 | Epoch Time: 0m 46s
Train Loss: 1.7762163665771484 | Train Acc: 38.03600072860718%
Test Loss: 1.7739823181152343 | Test Acc: 38.26000094413757%
Epoch: 16 | Epoch Time: 0m 46s
Train Loss: 1.736800673828125 | Train Acc: 39.12999927997589%
Test Loss: 1.7351745697021483 | Test Acc: 39.08999860286713%
Epoch: 17 | Epoch Time: 0m 46s
Train Loss: 1.7071716009521485 | Train Acc: 40.2319997549057%
Test Loss: 1.7059070434570311 | Test Acc: 40.18999934196472%
Epoch: 18 | Epoch Time: 0m 46s
Train Loss: 1.6808848504638672 | Train Acc: 40.43999910354614%
Test Loss: 1.6794449234008788 | Test Acc: 40.619999170303345%
Epoch: 19 | Epoch Time: 0m 46s
Train Loss: 1.6556616555786132 | Train Acc: 41.06999933719635%
Test Loss: 1.6547633422851562 | Test Acc: 41.1300003528595%
Epoch: 20 | Epoch Time: 0m 46s
Train Loss: 1.6421546633911133 | Train Acc: 41.425999999046326%
Test Loss: 1.6405333221435547 | Test Acc: 41.54999852180481%
Epoch: 21 | Epoch Time: 0m 46s
Train Loss: 1.631149362487793 | Train Acc: 41.784000396728516%
Test Loss: 1.630415444946289 | Test Acc: 41.62000119686127%
Epoch: 22 | Epoch Time: 0m 47s
Train Loss: 1.6167957553100587 | Train Acc: 42.22800135612488%
Test Loss: 1.6160746017456056 | Test Acc: 42.03999936580658%
Epoch: 23 | Epoch Time: 0m 46s
Train Loss: 1.5811061575317382 | Train Acc: 43.3459997177124%
Test Loss: 1.5811038345336914 | Test Acc: 43.20000112056732%
Epoch: 24 | Epoch Time: 0m 46s
Train Loss: 1.5636805563354492 | Train Acc: 43.91399919986725%
Test Loss: 1.5639158752441407 | Test Acc: 43.66999864578247%
Epoch: 25 | Epoch Time: 0m 46s
Train Loss: 1.5448826663208008 | Train Acc: 44.547998905181885%
Test Loss: 1.5456570190429688 | Test Acc: 44.06999945640564%
Epoch: 26 | Epoch Time: 0m 46s
Train Loss: 1.5310723568725586 | Train Acc: 44.863998889923096%
Test Loss: 1.5324187942504883 | Test Acc: 44.53999996185303%
Epoch: 27 | Epoch Time: 0m 46s
Train Loss: 1.5234765682983398 | Train Acc: 45.12200057506561%
Test Loss: 1.526125828552246 | Test Acc: 45.01999914646149%
Epoch: 28 | Epoch Time: 0m 46s
Train Loss: 1.514187275390625 | Train Acc: 45.42799890041351%
Test Loss: 1.517603971862793 | Test Acc: 45.30999958515167%
Epoch: 29 | Epoch Time: 0m 46s
Train Loss: 1.5027821942138673 | Train Acc: 45.66799998283386%
Test Loss: 1.5064893264770507 | Test Acc: 45.579999685287476%
Epoch: 30 | Epoch Time: 0m 47s
Train Loss: 1.5027271907043458 | Train Acc: 45.66799998283386%
Test Loss: 1.5064206115722656 | Test Acc: 45.590001344680786%
Epoch: 31 | Epoch Time: 0m 46s
Train Loss: 1.4883095960998536 | Train Acc: 46.27400040626526%
Test Loss: 1.4933372764587403 | Test Acc: 46.07999920845032%
Epoch: 32 | Epoch Time: 0m 47s
Train Loss: 1.488243295135498 | Train Acc: 46.268001198768616%
Test Loss: 1.4932736938476563 | Test Acc: 46.059998869895935%
Epoch: 33 | Epoch Time: 0m 46s
Train Loss: 1.4882114303588867 | Train Acc: 46.268001198768616%
Test Loss: 1.4932445816040039 | Test Acc: 46.070000529289246%
Epoch: 34 | Epoch Time: 0m 46s
Train Loss: 1.4881449771118165 | Train Acc: 46.257999539375305%
Test Loss: 1.4931782585144042 | Test Acc: 46.070000529289246%
Epoch: 35 | Epoch Time: 0m 46s
Train Loss: 1.4881192575073243 | Train Acc: 46.268001198768616%
Test Loss: 1.493151693725586 | Test Acc: 46.059998869895935%
Epoch: 36 | Epoch Time: 0m 46s
Train Loss: 1.4880990509033203 | Train Acc: 46.2799996137619%
Test Loss: 1.4931297729492188 | Test Acc: 46.059998869895935%
Epoch: 37 | Epoch Time: 0m 46s
Train Loss: 1.4880630227661134 | Train Acc: 46.30399942398071%
Test Loss: 1.4930808723449707 | Test Acc: 46.07999920845032%
Epoch: 38 | Epoch Time: 0m 46s
Train Loss: 1.4880454516601562 | Train Acc: 46.323999762535095%
Test Loss: 1.4930554740905762 | Test Acc: 46.09000086784363%
Epoch: 39 | Epoch Time: 0m 46s
Train Loss: 1.4880556169128418 | Train Acc: 46.31200134754181%
Test Loss: 1.4930513015747071 | Test Acc: 46.03999853134155%
Epoch: 40 | Epoch Time: 0m 46s
Train Loss: 1.4880145680236816 | Train Acc: 46.31400108337402%
Test Loss: 1.4930114822387694 | Test Acc: 46.02999985218048%
Epoch: 41 | Epoch Time: 0m 46s
Train Loss: 1.487983810119629 | Train Acc: 46.33199870586395%
Test Loss: 1.492979753112793 | Test Acc: 46.05000019073486%
Epoch: 42 | Epoch Time: 0m 46s
Train Loss: 1.4879947760009766 | Train Acc: 46.34200036525726%
Test Loss: 1.4929787124633789 | Test Acc: 46.00000083446503%
Epoch: 43 | Epoch Time: 0m 46s
Train Loss: 1.4879892372131347 | Train Acc: 46.33600115776062%
Test Loss: 1.492955534362793 | Test Acc: 46.03999853134155%
Epoch: 44 | Epoch Time: 0m 46s
Train Loss: 1.487953312072754 | Train Acc: 46.338000893592834%
Test Loss: 1.4929199897766112 | Test Acc: 46.059998869895935%
Epoch: 45 | Epoch Time: 0m 46s
Train Loss: 1.4879107493591308 | Train Acc: 46.34599983692169%
Test Loss: 1.4928686614990234 | Test Acc: 46.00000083446503%
Epoch: 46 | Epoch Time: 0m 46s
Train Loss: 1.4879008071899413 | Train Acc: 46.34400010108948%
Test Loss: 1.492853971862793 | Test Acc: 46.03999853134155%
Epoch: 47 | Epoch Time: 0m 46s
Train Loss: 1.4878538320922852 | Train Acc: 46.347999572753906%
Test Loss: 1.4928006828308105 | Test Acc: 46.059998869895935%
Epoch: 48 | Epoch Time: 0m 46s
Train Loss: 1.4878087322998046 | Train Acc: 46.35800123214722%
Test Loss: 1.4927426055908204 | Test Acc: 46.070000529289246%
Epoch: 49 | Epoch Time: 0m 47s
Train Loss: 1.4877693685913085 | Train Acc: 46.35800123214722%
